ensembl	symbol	entrez	uniprot
ENSG00000145685	LHFPL2	10184	Q6ZUX7
ENSG00000130653	PNPLA7	375775	Q6ZV29
ENSG00000196460	RFX8	731220	Q6ZV50
ENSG00000189157	FAM47E	100129583	Q6ZV65
ENSG00000147036	LANCL3	347404	Q6ZV70
ENSG00000180263	FGD6	55785	Q6ZV73
ENSG00000205086	C2orf91	400950	Q6ZV80
ENSG00000189410	SH2D5	400745	Q6ZV89
ENSG00000166924	NYAP1	222950	Q6ZVC0
ENSG00000165730	STOX1	219736	Q6ZVD7
ENSG00000040199	PHLPP2	23035	Q6ZVD8
ENSG00000174567	GOLT1A	127845	Q6ZVE7
ENSG00000185477	GPRIN3	285513	Q6ZVF9
ENSG00000144488	ESPNL	339768	Q6ZVH7
ENSG00000258986	TMEM179	388021	Q6ZVK1
ENSG00000276342	TMEM179	388021	Q6ZVK1
ENSG00000275074	NUDT18	79873	Q6ZVK8
ENSG00000110427	KIAA1549L	25758	Q6ZVL6
ENSG00000175662	TOM1L2	146691	Q6ZVM7
ENSG00000168509	HFE2	148738	Q6ZVN8
ENSG00000162571	TTLL10	254173	Q6ZVT0
ENSG00000163689	C3orf67	200844	Q6ZVT6
ENSG00000188263	IL17REL	400935	Q6ZVW7
ENSG00000188505	NCCRP1	342897	Q6ZVX7
ENSG00000188582	PAQR9	344838	Q6ZVX9
ENSG00000182177	ASB18	401036	Q6ZVZ8
ENSG00000244694	PTCHD4	442213	Q6ZW05
ENSG00000159761	C16orf86	388284	Q6ZW13
ENSG00000105137	SYDE1	85360	Q6ZW31
ENSG00000133808	MICALCL	84953	Q6ZW33
ENSG00000157212	PAXIP1	22976	Q6ZW49
ENSG00000181004	BBS12	166379	Q6ZW61
ENSG00000168096	ANKS3	124401	Q6ZW76
ENSG00000183783	KCTD8	386617	Q6ZWB6
ENSG00000178385	PLEKHM3	389072	Q6ZWE6
ENSG00000163491	NEK10	152110	Q6ZWH5
ENSG00000251258	RFPL4B	442247	Q6ZWI9
ENSG00000166263	STXBP4	252983	Q6ZWJ1
ENSG00000263961	C1orf186	440712	Q6ZWK4
ENSG00000198092	TMPRSS11F	389208	Q6ZWK6
ENSG00000145476	CYP4V2	285440	Q6ZWL3
ENSG00000143797	MBOAT2	129642	Q6ZWT7
ENSG00000139324	TMTC3	160418	Q6ZXV5
ENSG00000272047	GTF2H5	404672	Q6ZYL4
ENSG00000185940	KRTAP5-5	439915	Q701N2
ENSG00000277291	KRTAP5-5	439915	Q701N2
ENSG00000205867	KRTAP5-2	440021	Q701N4
ENSG00000278489	KRTAP5-2	440021	Q701N4
ENSG00000281533	KRTAP5-2	440021	Q701N4
ENSG00000168334	XIRP1	165904	Q702N8
ENSG00000129003	VPS13C	54832	Q709C8
ENSG00000240303	ACAD11	84129	Q709F0
ENSG00000164663	USP49	25862	Q70CQ1
ENSG00000115464	USP34	9736	Q70CQ2
ENSG00000135093	USP30	84749	Q70CQ3
ENSG00000103404	USP31	57478	Q70CQ4
ENSG00000173166	RAPH1	65059	Q70E73
ENSG00000145390	USP53	54532	Q70EK8
ENSG00000247746	USP51	158880	Q70EK9
ENSG00000166348	USP54	159195	Q70EL1
ENSG00000123552	USP45	85015	Q70EL2
ENSG00000170236	USP50	373509	Q70EL3
ENSG00000154914	USP43	124739	Q70EL4
ENSG00000144741	SLC25A26	115286	Q70HW3
ENSG00000282739	SLC25A26	115286	Q70HW3
ENSG00000182208	MOB2	81532	Q70IA6
ENSG00000142961	MOB3C	148932	Q70IA8
ENSG00000092929	UNC13D	201294	Q70J99
ENSG00000198108	CHSY3	337876	Q70JA7
ENSG00000182158	CREB3L2	64764	Q70SY1
ENSG00000166130	IKBIP	121457	Q70UQ0
ENSG00000138311	ZNF365	22891	Q70YC4
ENSG00000046889	PREX2	80243	Q70Z35
ENSG00000186090	HTR3D	200909	Q70Z44
ENSG00000148690	FRA10AC1	118924	Q70Z53
ENSG00000177354	C10orf71	118461	Q711Q0
ENSG00000107341	UBE2R2	54926	Q712K3
ENSG00000205795	CYS1	192668	Q717R9
ENSG00000134504	KCTD1	284252	Q719H9
ENSG00000173209	AHSA2	130872	Q719I0
ENSG00000183598	HIST2H3D	653604	Q71DI3
ENSG00000203811	HIST2H3C	126961	Q71DI3
ENSG00000203852	HIST2H3A	333932	Q71DI3
ENSG00000151725	CENPU	79682	Q71F23
ENSG00000123066	MED13L	23389	Q71F56
ENSG00000143195	ILDR2	387597	Q71H61
ENSG00000161813	LARP4	113251	Q71RC2
ENSG00000204323	SMIM5	643008	Q71RC9
ENSG00000168591	TMUB2	79089	Q71RG4
ENSG00000149926	FAM57B	83723	Q71RH2
ENSG00000188467	SLC24A5	283652	Q71RS6
ENSG00000104973	MED25	81857	Q71SY5
ENSG00000167552	TUBA1A	7846	Q71U36
ENSG00000105968	H2AFV	94239	Q71UI9
ENSG00000185088	RPS27L	51065	Q71UM5
ENSG00000105879	CBLL1	79872	Q75N03
ENSG00000142449	FBN3	84467	Q75N90
ENSG00000164941	INTS8	55656	Q75QN2
ENSG00000197121	PGAP1	80055	Q75T13
ENSG00000171714	ANO5	203859	Q75V66
ENSG00000157833	GAREM2	150946	Q75VX8
ENSG00000187166	H1FNT	341567	Q75WM6
ENSG00000188958	UTS2B	257313	Q765I0
ENSG00000132613	MTSS1L	92154	Q765P7
ENSG00000162670	BRINP3	339479	Q76B58
ENSG00000130958	SLC35D2	11046	Q76EJ3
ENSG00000198000	NOL8	55035	Q76FK4
ENSG00000067840	PDZD4	57595	Q76G19
ENSG00000141298	SSH2	85464	Q76I76
ENSG00000186583	SPATC1	375686	Q76KD6
ENSG00000182272	B4GALNT4	338707	Q76KP1
ENSG00000198633	ZNF534	147658	Q76KX8
ENSG00000143970	ASXL2	55252	Q76L83
ENSG00000160323	ADAMTS13	11093	Q76LX8
ENSG00000281244	ADAMTS13	11093	Q76LX8
ENSG00000091986	CCDC80	151887	Q76M96
ENSG00000134398	ERN2	10595	Q76MJ5
ENSG00000011523	CEP68	23177	Q76N32
ENSG00000002746	HECW1	23072	Q76N89
ENSG00000171798	KNDC1	85442	Q76NI1
ENSG00000112763	BTN2A1	11120	Q7KYR7
ENSG00000109111	SUPT6H	6830	Q7KZ85
ENSG00000197157	SND1	27044	Q7KZF4
ENSG00000072518	MARK2	2011	Q7KZI7
ENSG00000014919	COX15	1355	Q7KZN9
ENSG00000145833	DDX46	9879	Q7L014
ENSG00000018189	RUFY3	22902	Q7L099
ENSG00000159164	SV2A	9900	Q7L0J3
ENSG00000116574	RHOU	58480	Q7L0Q8
ENSG00000146083	RNF44	22838	Q7L0R7
ENSG00000255690	TRIL	9865	Q7L0X0
ENSG00000163645	ERICH6	131831	Q7L0X2
ENSG00000174173	TRMT10C	54931	Q7L0Y3
ENSG00000121570	DPPA4	55211	Q7L190
ENSG00000185518	SV2B	9899	Q7L1I2
ENSG00000082153	BZW1	9689	Q7L1Q6
ENSG00000154080	CHST9	83539	Q7L1S5
ENSG00000065615	CYB5R4	51167	Q7L1T6
ENSG00000103111	MON1B	22879	Q7L1V2
ENSG00000171492	LRRC8D	55144	Q7L1W4
ENSG00000139826	ABHD13	84945	Q7L211
ENSG00000162174	ASRGL1	80150	Q7L266
ENSG00000104756	KCTD9	54793	Q7L273
ENSG00000132153	DHX30	22907	Q7L2E3
ENSG00000149100	EIF3M	10480	Q7L2H7
ENSG00000146834	MEPCE	56257	Q7L2J0
ENSG00000162062	C16orf59	80178	Q7L2K0
ENSG00000196417	ZNF765	91661	Q7L2R6
ENSG00000031691	CENPQ	55166	Q7L2Z9
ENSG00000184867	ARMCX2	9823	Q7L311
ENSG00000106993	CDC37L1	55664	Q7L3B6
ENSG00000179965	ZNF771	51333	Q7L3S4
ENSG00000162396	PARS2	25973	Q7L3T8
ENSG00000215012	C22orf29	79680	Q7L3V2
ENSG00000148343	FAM73B	84895	Q7L4E1
ENSG00000111011	RSRC2	65117	Q7L4I2
ENSG00000162373	BEND5	79656	Q7L4P6
ENSG00000198960	ARMCX6	54470	Q7L4S7
ENSG00000132185	FCRLA	84824	Q7L513
ENSG00000155876	RRAGA	10670	Q7L523
ENSG00000273749	CYFIP1	23191	Q7L576
ENSG00000065328	MCM10	55388	Q7L590
ENSG00000146094	DOK3	79930	Q7L591
ENSG00000003509	NDUFAF7	55471	Q7L592
ENSG00000005238	FAM214B	80256	Q7L5A3
ENSG00000103089	FA2H	79152	Q7L5A8
ENSG00000239857	GET4	51608	Q7L5D6
ENSG00000102886	GDPD3	79153	Q7L5L3
ENSG00000168090	COPS6	10980	Q7L5N1
ENSG00000087253	LPCAT2	54947	Q7L5N7
ENSG00000132199	ENOSF1	55556	Q7L5Y1
ENSG00000140543	DET1	55070	Q7L5Y6
ENSG00000090316	MAEA	10296	Q7L5Y9
ENSG00000092140	G2E3	55632	Q7L622
ENSG00000178567	EPM2AIP1	9852	Q7L775
ENSG00000181218	HIST3H2A	92815	Q7L7L0
ENSG00000089876	DHX32	55760	Q7L7V1
ENSG00000160551	TAOK1	57551	Q7L7X3
ENSG00000107560	RAB11FIP2	22841	Q7L804
ENSG00000071246	VASH1	22846	Q7L8A9
ENSG00000019505	SYT13	57586	Q7L8C5
ENSG00000175137	SH3BP5L	80851	Q7L8J4
ENSG00000215251	FASTKD5	60493	Q7L8L6
ENSG00000189401	OTUD6A	139562	Q7L8S5
ENSG00000134146	DPH6	89978	Q7L8W6
ENSG00000198551	ZNF627	199692	Q7L945
ENSG00000174482	LINGO2	158038	Q7L985
ENSG00000122547	EEPD1	80820	Q7L9B9
ENSG00000173542	MOB1B	92597	Q7L9L4
ENSG00000120733	KDM3B	51780	Q7LBC6
ENSG00000174502	SLC26A9	115019	Q7LBE3
ENSG00000255112	CHMP1B	57132	Q7LBR1
ENSG00000198576	ARC	23237	Q7LC44
ENSG00000068831	RASGRP2	10235	Q7LDG7
ENSG00000171604	CXXC5	51523	Q7LFL8
ENSG00000182022	CHST15	51363	Q7LFX5
ENSG00000048392	RRM2B	50484	Q7LG56
ENSG00000153936	HS2ST1	9653	Q7LGA3
ENSG00000122863	CHST3	9469	Q7LGC8
ENSG00000138606	SHF	90525	Q7M4L6
ENSG00000163982	OTOP1	133060	Q7RTM1
ENSG00000266173	STRADA	92335	Q7RTN6
ENSG00000170113	NIPA1	123606	Q7RTP0
ENSG00000243156	MICAL3	57553	Q7RTP6
ENSG00000185792	NLRP9	338321	Q7RTR0
ENSG00000167984	NLRC3	197358	Q7RTR2
ENSG00000186136	TAS2R42	353164	Q7RTR8
ENSG00000180535	BHLHA15	168620	Q7RTS1
ENSG00000168267	PTF1A	256297	Q7RTS3
ENSG00000182938	OTOP3	347741	Q7RTS5
ENSG00000183034	OTOP2	92736	Q7RTS6
ENSG00000170484	KRT74	121391	Q7RTS7
ENSG00000141627	DYM	54808	Q7RTS9
ENSG00000187754	SSX7	280658	Q7RTT5
ENSG00000164638	SLC29A4	222962	Q7RTT9
ENSG00000261787	TCF24	100129654	Q7RTU0
ENSG00000163792	TCF23	150921	Q7RTU1
ENSG00000177468	OLIG3	167826	Q7RTU3
ENSG00000205899	BHLHA9	727857	Q7RTU4
ENSG00000232237	ASCL5	647219	Q7RTU5
ENSG00000260428	SCX	642658	Q7RTU7
ENSG00000242866	STRC	161497	Q7RTU9
ENSG00000100410	PHF5A	84844	Q7RTV0
ENSG00000182793	GSTA5	221357	Q7RTV2
ENSG00000165244	ZNF367	195828	Q7RTV3
ENSG00000158122	AAED1	195827	Q7RTV5
ENSG00000155719	OTOA	146183	Q7RTW8
ENSG00000169962	TAS1R3	83756	Q7RTX0
ENSG00000173662	TAS1R1	80835	Q7RTX1
ENSG00000188782	CATSPER4	378807	Q7RTX7
ENSG00000163053	SLC16A14	151473	Q7RTX9
ENSG00000174327	SLC16A13	201232	Q7RTY0
ENSG00000165449	SLC16A9	220963	Q7RTY1
ENSG00000188086	PRSS45	377047	Q7RTY3
ENSG00000189099	PRSS48	345062	Q7RTY5
ENSG00000187950	OVCH1	341350	Q7RTY7
ENSG00000176040	TMPRSS7	344805	Q7RTY8
ENSG00000230549	USP17L1	401447	Q7RTZ2
ENSG00000117600	PLPPR4	9890	Q7Z2D5
ENSG00000137074	APTX	54840	Q7Z2E3
ENSG00000197302	ZNF720	124411	Q7Z2F6
ENSG00000123569	H2BFWT	158983	Q7Z2G1
ENSG00000123643	SLC36A1	206358	Q7Z2H8
ENSG00000099219	ERMP1	79956	Q7Z2K6
ENSG00000169258	GPRIN1	114787	Q7Z2K8
ENSG00000186105	LRRC70	100130733	Q7Z2Q7
ENSG00000121486	TRMT1L	81627	Q7Z2T5
ENSG00000105939	ZC3HAV1	56829	Q7Z2W4
ENSG00000144481	TRPM8	79054	Q7Z2W7
ENSG00000197345	MRPL21	219927	Q7Z2W9
ENSG00000153823	PID1	55022	Q7Z2X4
ENSG00000234068	PAGE2	389860	Q7Z2X7
ENSG00000234068	PAGE2	203569	Q7Z2X7
ENSG00000123572	NRK	203447	Q7Z2Y5
ENSG00000140534	TICRR	90381	Q7Z2Z1
ENSG00000140598	EFTUD1	79631	Q7Z2Z2
ENSG00000165072	MAMDC2	256691	Q7Z304
ENSG00000156504	FAM122B	159090	Q7Z309
ENSG00000107290	SETX	23064	Q7Z333
ENSG00000204519	ZNF551	90233	Q7Z340
ENSG00000165259	HDX	139324	Q7Z353
ENSG00000156162	DPY19L4	286148	Q7Z388
ENSG00000168538	TRAPPC11	60684	Q7Z392
ENSG00000251369	ZNF550	162972	Q7Z398
ENSG00000188725	SMIM15	643155	Q7Z3B0
ENSG00000172260	NEGR1	257194	Q7Z3B1
ENSG00000120071	KANSL1	284058	Q7Z3B3
ENSG00000138750	NUP54	53371	Q7Z3B4
ENSG00000198925	ATG9A	79065	Q7Z3C6
ENSG00000176018	LYSMD3	116068	Q7Z3D4
ENSG00000133943	C14orf159	80017	Q7Z3D6
ENSG00000163659	TIPARP	25976	Q7Z3E1
ENSG00000165813	CCDC186	55088	Q7Z3E2
ENSG00000135931	ARMC9	80210	Q7Z3E5
ENSG00000163328	GPR155	151556	Q7Z3F1
ENSG00000163637	PRICKLE2	166336	Q7Z3G6
ENSG00000167612	ANKRD33	341405	Q7Z3H0
ENSG00000187033	SAMD7	344658	Q7Z3H4
ENSG00000180938	ZNF572	137209	Q7Z3I7
ENSG00000103544	C16orf62	57020	Q7Z3J2
ENSG00000196862	RGPD4	285190	Q7Z3J3
ENSG00000143442	POGZ	23126	Q7Z3K3
ENSG00000155545	MIER3	166968	Q7Z3K6
ENSG00000139508	SLC46A3	283537	Q7Z3Q1
ENSG00000151062	CACNA2D4	93589	Q7Z3S7
ENSG00000264343	NOTCH2NL	388677	Q7Z3S9
ENSG00000238243	OR2W3	343171	Q7Z3T1
ENSG00000039319	ZFYVE16	9765	Q7Z3T8
ENSG00000061987	MON2	23041	Q7Z3U7
ENSG00000151148	UBE3B	89910	Q7Z3V4
ENSG00000180479	ZNF571	51276	Q7Z3V5
ENSG00000173908	KRT28	162605	Q7Z3Y7
ENSG00000171446	KRT27	342574	Q7Z3Y8
ENSG00000186393	KRT26	353288	Q7Z3Y9
ENSG00000204897	KRT25	147183	Q7Z3Z0
ENSG00000198570	RD3	343035	Q7Z3Z2
ENSG00000184571	PIWIL3	440822	Q7Z3Z3
ENSG00000134627	PIWIL4	143689	Q7Z3Z4
ENSG00000174485	DENND4A	10260	Q7Z401
ENSG00000170537	TMC7	79905	Q7Z402
ENSG00000141524	TMC6	11322	Q7Z403
ENSG00000273722	TMC4	147798	Q7Z404
ENSG00000274873	TMC4	147798	Q7Z404
ENSG00000274905	TMC4	147798	Q7Z404
ENSG00000276260	TMC4	147798	Q7Z404
ENSG00000277667	TMC4	147798	Q7Z404
ENSG00000277996	TMC4	147798	Q7Z404
ENSG00000278363	TMC4	147798	Q7Z404
ENSG00000105357	MYH14	79784	Q7Z406
ENSG00000164796	CSMD3	114788	Q7Z407
ENSG00000121904	CSMD2	114784	Q7Z408
ENSG00000178297	TMPRSS9	360200	Q7Z410
ENSG00000215193	PEX26	55670	Q7Z412
ENSG00000108256	NUFIP2	57532	Q7Z417
ENSG00000186795	KCNK18	338567	Q7Z418
ENSG00000137393	RNF144B	255488	Q7Z419
ENSG00000055070	SZRD1	26099	Q7Z422
ENSG00000178719	GRINA	2907	Q7Z429
ENSG00000088888	MAVS	57506	Q7Z434
ENSG00000166473	PKD1L2	114780	Q7Z442
ENSG00000277481	PKD1L3	342372	Q7Z443
ENSG00000187682	ERAS	3266	Q7Z444
ENSG00000155016	CYP2U1	113612	Q7Z449
ENSG00000074054	CLASP1	23332	Q7Z460
ENSG00000163141	BNIPL	149428	Q7Z465
ENSG00000067248	DHX29	54505	Q7Z478
ENSG00000113971	NPHP3	27031	Q7Z494
ENSG00000197324	LRP10	26020	Q7Z4F1
ENSG00000188243	COMMD6	170622	Q7Z4G1
ENSG00000066651	TRMT11	60487	Q7Z4G4
ENSG00000111906	HDDC2	51020	Q7Z4H3
ENSG00000128165	ADM2	79924	Q7Z4H4
ENSG00000147874	HAUS6	54801	Q7Z4H7
ENSG00000178202	KDELC2	143888	Q7Z4H8
ENSG00000178397	FAM220A	84792	Q7Z4H9
ENSG00000072163	LIMS2	55679	Q7Z4I7
ENSG00000204007	GLT6D1	360203	Q7Z4J2
ENSG00000163462	TRIM46	80128	Q7Z4K8
ENSG00000187581	COX8C	341947	Q7Z4L0
ENSG00000277018	COX8C	341947	Q7Z4L0
ENSG00000123607	TTC21B	79809	Q7Z4L5
ENSG00000178125	PPP1R42	286187	Q7Z4L9
ENSG00000183324	REC114	283677	Q7Z4M0
ENSG00000134160	TRPM1	4308	Q7Z4N2
ENSG00000149380	P4HA3	283208	Q7Z4N8
ENSG00000143869	GDF7	151449	Q7Z4P5
ENSG00000155393	HEATR3	55027	Q7Z4Q2
ENSG00000185127	C6orf120	387263	Q7Z4R8
ENSG00000139116	KIF21A	55605	Q7Z4S6
ENSG00000152292	SH2D6	284948	Q7Z4S9
ENSG00000106648	GALNTL5	168391	Q7Z4T8
ENSG00000183833	MAATS1	89876	Q7Z4T9
ENSG00000185689	C6orf201	404220	Q7Z4U5
ENSG00000183621	ZNF438	220929	Q7Z4V0
ENSG00000169738	DCXR	51181	Q7Z4W1
ENSG00000151033	LYZL2	119180	Q7Z4W2
ENSG00000244025	KRTAP19-3	337970	Q7Z4W3
ENSG00000249222	ATP5L2	267020	Q7Z4Y8
ENSG00000139915	MDGA2	161357	Q7Z553
ENSG00000089234	BRAP	8315	Q7Z569
ENSG00000170396	ZNF804A	91752	Q7Z570
ENSG00000187144	SPATA21	374955	Q7Z572
ENSG00000158636	EMSY	56946	Q7Z589
ENSG00000106948	AKNA	80709	Q7Z591
ENSG00000178055	PRSS42	339906	Q7Z5A4
ENSG00000219438	FAM19A5	25817	Q7Z5A7
ENSG00000184599	FAM19A3	284467	Q7Z5A8
ENSG00000183662	FAM19A1	407738	Q7Z5A9
ENSG00000166405	RIC3	79608	Q7Z5B4
ENSG00000205857	NANOGNB	360030	Q7Z5D8
ENSG00000147533	GOLGA7	51125	Q7Z5G4
ENSG00000128805	ARHGAP22	58504	Q7Z5H3
ENSG00000228567	VN1R4	317703	Q7Z5H5
ENSG00000167733	HSD11B1L	374875	Q7Z5J1
ENSG00000108557	RAI1	10743	Q7Z5J4
ENSG00000151687	ANKAR	150709	Q7Z5J8
ENSG00000062650	WAPL	23063	Q7Z5K2
ENSG00000182853	VMO1	284013	Q7Z5L0
ENSG00000166024	R3HCC1L	27291	Q7Z5L2
ENSG00000144119	C1QL2	165257	Q7Z5L3
ENSG00000166118	SPATA19	219938	Q7Z5L4
ENSG00000174348	PODN	127435	Q7Z5L7
ENSG00000168264	IRF2BP2	359948	Q7Z5L9
ENSG00000188869	TMC3	342125	Q7Z5M5
ENSG00000131969	ABHD12B	145447	Q7Z5M8
ENSG00000146555	SDK1	221935	Q7Z5N4
ENSG00000170509	HSD17B13	345275	Q7Z5P4
ENSG00000137449	CPEB2	132864	Q7Z5Q1
ENSG00000130997	POLN	353497	Q7Z5Q5
ENSG00000077420	APBB1IP	54518	Q7Z5R6
ENSG00000164124	TMEM144	55314	Q7Z5S9
ENSG00000185798	WDR53	348793	Q7Z5U6
ENSG00000162148	PPP1R32	220004	Q7Z5V6
ENSG00000186666	BCDIN3D	144233	Q7Z5W3
ENSG00000183682	BMP8A	353500	Q7Z5Y6
ENSG00000112078	KCTD20	222658	Q7Z5Y7
ENSG00000257008	GPR142	350383	Q7Z601
ENSG00000187037	GPR141	353345	Q7Z602
ENSG00000167208	SNX20	124460	Q7Z614
ENSG00000143919	CAMKMT	79823	Q7Z624
ENSG00000173848	NET1	10276	Q7Z628
ENSG00000186567	CEACAM19	56971	Q7Z692
ENSG00000133597	ADCK2	90956	Q7Z695
ENSG00000198369	SPRED2	200734	Q7Z698
ENSG00000166068	SPRED1	161742	Q7Z699
ENSG00000186265	BTLA	151888	Q7Z6A9
ENSG00000123106	CCDC91	55297	Q7Z6B0
ENSG00000196935	SRGAP1	57522	Q7Z6B7
ENSG00000122257	RBBP6	5930	Q7Z6E9
ENSG00000103154	NECAB2	54550	Q7Z6G3
ENSG00000185046	ANKS1B	56899	Q7Z6G8
ENSG00000186451	SPATA12	353324	Q7Z6I5
ENSG00000186517	ARHGAP30	257106	Q7Z6I6
ENSG00000181904	C5orf24	134553	Q7Z6I8
ENSG00000154447	SH3RF1	57630	Q7Z6J0
ENSG00000161835	GRASP	160622	Q7Z6J2
ENSG00000146192	FGD2	221472	Q7Z6J4
ENSG00000171877	FRMD5	84978	Q7Z6J6
ENSG00000118420	UBE3D	90025	Q7Z6J8
ENSG00000182173	TSEN54	283989	Q7Z6J9
ENSG00000177683	THAP5	168451	Q7Z6K1
ENSG00000188647	PTAR1	375743	Q7Z6K3
ENSG00000198435	NRARP	441478	Q7Z6K4
ENSG00000242498	ARPIN	348110	Q7Z6K5
ENSG00000167371	PRRT2	112476	Q7Z6L0
ENSG00000205356	TECPR1	25851	Q7Z6L1
ENSG00000136933	RABEPK	10244	Q7Z6M1
ENSG00000165355	FBXO33	254170	Q7Z6M2
ENSG00000271605	MILR1	284021	Q7Z6M3
ENSG00000122085	MTERF4	130916	Q7Z6M4
ENSG00000255587	RAB44	401258	Q7Z6P3
ENSG00000008197	TFAP2D	83741	Q7Z6R9
ENSG00000189007	ADAT2	134637	Q7Z6V5
ENSG00000188800	TMCO2	127391	Q7Z6W1
ENSG00000172404	DNAJB7	150353	Q7Z6W7
ENSG00000100341	PNPLA5	150379	Q7Z6Z6
ENSG00000086758	HUWE1	10075	Q7Z6Z7
ENSG00000186352	ANKRD37	353322	Q7Z713
ENSG00000068137	PLEKHH3	79990	Q7Z736
ENSG00000185728	YTHDF3	253943	Q7Z739
ENSG00000171495	MROH2B	133558	Q7Z745
ENSG00000175782	SLC35E3	55508	Q7Z769
ENSG00000189182	KRT77	374454	Q7Z794
ENSG00000119397	CNTRL	11064	Q7Z7A1
ENSG00000142544	CTU1	90353	Q7Z7A3
ENSG00000168297	PXK	54899	Q7Z7A4
ENSG00000118407	FILIP1	27145	Q7Z7B0
ENSG00000275600	PIGW	284098	Q7Z7B1
ENSG00000277161	PIGW	284098	Q7Z7B1
ENSG00000186458	DEFB132	400830	Q7Z7B7
ENSG00000185982	DEFB128	245939	Q7Z7B8
ENSG00000146857	STRA8	346673	Q7Z7C7
ENSG00000137413	TAF8	129685	Q7Z7C8
ENSG00000134258	VTCN1	79679	Q7Z7D3
ENSG00000160714	UBE2Q1	55585	Q7Z7E8
ENSG00000132680	KIAA0907	22889	Q7Z7F0
ENSG00000162910	MRPL55	128308	Q7Z7F7
ENSG00000154175	ABI3BP	25890	Q7Z7G0
ENSG00000109684	CLNK	116449	Q7Z7G1
ENSG00000166569	CPLX4	339302	Q7Z7G2
ENSG00000132549	VPS13B	157680	Q7Z7G8
ENSG00000158428	CATIP	375307	Q7Z7H3
ENSG00000158604	TMED4	222068	Q7Z7H5
ENSG00000159111	MRPL10	124995	Q7Z7H8
ENSG00000163530	DPPA2	151871	Q7Z7J5
ENSG00000156959	LHFPL4	375323	Q7Z7J7
ENSG00000162545	CAMK2N1	55450	Q7Z7J9
ENSG00000187118	CMC1	152100	Q7Z7K0
ENSG00000181444	ZNF467	168544	Q7Z7K2
ENSG00000166582	CENPV	201161	Q7Z7K6
ENSG00000172716	SLFN11	91607	Q7Z7L1
ENSG00000160445	ZER1	10444	Q7Z7L7
ENSG00000187479	C11orf96	387763	Q7Z7L8
ENSG00000176371	ZSCAN2	54993	Q7Z7L9
ENSG00000105429	MEGF8	1954	Q7Z7M0
ENSG00000177191	B3GNT8	374907	Q7Z7M8
ENSG00000136542	GALNT5	11227	Q7Z7M9
ENSG00000185475	TMEM179B	374395	Q7Z7N9
ENSG00000184672	RALYL	138046	Q86SE5
ENSG00000158806	NPM2	10361	Q86SE8
ENSG00000180628	PCGF5	84333	Q86SE9
ENSG00000109586	GALNT7	51809	Q86SF2
ENSG00000163126	ANKRD23	200539	Q86SG2
ENSG00000205916	DAZ4	1617	Q86SG3
ENSG00000205916	DAZ4	57135	Q86SG3
ENSG00000184330	S100A7A	338324	Q86SG5
ENSG00000160602	NEK8	284086	Q86SG6
ENSG00000185674	LYG2	254773	Q86SG7
ENSG00000182223	ZAR1	326340	Q86SH2
ENSG00000186493	C5orf38	153571	Q86SI9
ENSG00000139211	AMIGO2	347902	Q86SJ2
ENSG00000175065	DSG4	147409	Q86SJ6
ENSG00000145284	SCD5	79966	Q86SK9
ENSG00000182170	MRGPRG	386746	Q86SM5
ENSG00000184350	MRGPRE	116534	Q86SM8
ENSG00000174948	GPR149	344758	Q86SP6
ENSG00000144824	PHLDB2	90102	Q86SQ0
ENSG00000112414	ADGRG6	57211	Q86SQ4
ENSG00000197177	ADGRA1	84435	Q86SQ6
ENSG00000054282	SDCCAG8	10806	Q86SQ7
ENSG00000276111	SDCCAG8	10806	Q86SQ7
ENSG00000117682	DHDDS	79947	Q86SQ9
ENSG00000164574	GALNT10	55568	Q86SR1
ENSG00000170743	SYT9	143425	Q86SS6
ENSG00000145103	ILDR1	286676	Q86SU0
ENSG00000185347	C14orf80	283643	Q86SX3
ENSG00000182512	GLRX5	51218	Q86SX6
ENSG00000182400	TRAPPC6B	122553	Q86SZ2
ENSG00000165782	TMEM55B	90809	Q86T03
ENSG00000176435	CLEC14A	161198	Q86T13
ENSG00000186577	C6orf1	221491	Q86T20
ENSG00000177485	ZBTB33	10009	Q86T24
ENSG00000185873	TMPRSS11B	132724	Q86T26
ENSG00000196458	ZNF605	100289635	Q86T29
ENSG00000146122	DAAM2	23500	Q86T65
ENSG00000263956	NBPF11	200030	Q86T75
ENSG00000135913	USP37	57695	Q86T82
ENSG00000150477	KIAA1328	57536	Q86T90
ENSG00000164197	RNF180	285671	Q86T96
ENSG00000120162	MOB3B	79817	Q86TA1
ENSG00000198796	ALPK2	115701	Q86TB3
ENSG00000166889	PATL1	219988	Q86TB9
ENSG00000138347	MYPN	84665	Q86TC9
ENSG00000185739	SRL	6345	Q86TD4
ENSG00000187398	LUZP2	338645	Q86TE4
ENSG00000168890	TMEM150A	129303	Q86TG1
ENSG00000242265	PEG10	23089	Q86TG7
ENSG00000197859	ADAMTSL2	9719	Q86TH1
ENSG00000065882	TBC1D1	23216	Q86TI0
ENSG00000142002	DPP9	91039	Q86TI2
ENSG00000187260	WDR86	349136	Q86TI4
ENSG00000173011	TADA2B	93624	Q86TJ2
ENSG00000172006	ZNF554	115196	Q86TJ5
ENSG00000130734	ATG4D	84971	Q86TL0
ENSG00000213533	TMEM110	375346	Q86TL2
ENSG00000184735	DDX53	168400	Q86TM3
ENSG00000162298	SYVN1	84447	Q86TM6
